no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber,panjang_soal,panjang_jawaban,panjang_konteks,kata_soal,kata_jawaban,jenis_pertanyaan,kompleksitas
2022,sistem pernapasan,hiperventilasi,jelaskan hiperventilasi dan bagaimana penanganannya!,hiperventilasi adalah pernapasan yang terlalu cepat sehingga kadar karbon dioksida dalam darah berkurang. penanganannya dengan bernapas perlahan atau menggunakan kantong kertas.,"misalnya, hiperventilasi sering terjadi saat panik atau kecemasan berlebihan.","ingat ya, penanganan: bernafas perlahan ke dalam kantung plastik untuk meningkatkan co2 atau teknik relaksasi.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,52,177,110,5,21,jelaskan,Mudah
2023,sistem pernapasan,hiperventilasi,bisa jelaskan tentang hiperventilasi dan bagaimana penanganannya?,hiperventilasi terjadi ketika seseorang bernapas terlalu cepat. cara mengatasinya dengan menenangkan diri dan bernapas lebih lambat.,hiperventilasi sering terjadi saat panik atau kecemasan berlebihan.,penanganan: bernafas perlahan ke dalam kantung plastik untuk meningkatkan co2 atau teknik relaksasi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,65,132,100,7,16,lainnya,Sedang
2024,sistem pernapasan,hiperventilasi,apa yang kamu tahu tentang hiperventilasi dan bagaimana penanganannya?,hiperventilasi adalah napas yang terlalu cepat dan dangkal. penanganannya dengan memperlambat napas agar tubuh kembali normal.,hiperventilasi sering terjadi saat panik atau kecemasan berlebihan.,penanganan: bernafas perlahan ke dalam kantung plastik untuk meningkatkan co2 atau teknik relaksasi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,70,126,100,9,16,apa,Sedang
2025,sistem pernapasan,hiperventilasi,apa itu hiperventilasi dan bagaimana penanganannya?,hiperventilasi adalah kondisi bernapas terlalu cepat. penanganannya dengan menarik napas dalam-dalam secara perlahan.,kamu pasti pernah lihat: hiperventilasi sering terjadi saat panik atau kecemasan berlebihan.,penting: penanganan: bernafas perlahan ke dalam kantung plastik untuk meningkatkan co2 atau teknik relaksasi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,51,117,109,6,13,apa,Mudah
2026,organ tubuh manusia dan hewan,hormon dan fungsinya dalam tubuh,apa itu fungsinya dalam tubuh?,"hormon berfungsi mengatur berbagai proses dalam tubuh seperti pertumbuhan, metabolisme, dan keseimbangan cairan.","kamu pasti pernah lihat: insulin mengatur kadar gula darah, adrenalin meningkatkan detak jantung saat stres.",penting: keseimbangan hormon penting untuk kesehatan fisik dan mental.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,30,112,70,5,13,apa,Mudah
2027,organ tubuh manusia dan hewan,hormon dan fungsinya dalam tubuh,apa fungsi fungsinya dalam tubuh?,"hormon memiliki fungsi mengatur pertumbuhan, metabolisme, dan keseimbangan tubuh.","insulin mengatur kadar gula darah, adrenalin meningkatkan detak jantung saat stres.",keseimbangan hormon penting untuk kesehatan fisik dan mental.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,33,81,61,5,9,apa,Mudah
2028,organ tubuh manusia dan hewan,hormon dan fungsinya dalam tubuh,jelaskan apa itu hormon dan fungsinya dalam tubuh!,hormon adalah zat kimia yang dihasilkan kelenjar dalam tubuh dan berfungsi mengatur berbagai proses seperti pertumbuhan dan metabolisme.,"insulin mengatur kadar gula darah, adrenalin meningkatkan detak jantung saat stres.",keseimbangan hormon penting untuk kesehatan fisik dan mental.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/,50,136,61,8,18,jelaskan,Sedang
2029,organ tubuh manusia dan hewan,hormon dan fungsinya dalam tubuh,jelaskan fungsinya dalam tubuh!,"hormon berfungsi mengatur pertumbuhan, metabolisme, keseimbangan cairan, dan proses penting lainnya dalam tubuh.","misalnya, insulin mengatur kadar gula darah, adrenalin meningkatkan detak jantung saat stres.","ingat ya, keseimbangan hormon penting untuk kesehatan fisik dan mental.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,31,112,71,4,13,jelaskan,Mudah
2030,"gaya, gerak, dan energi",hubungan antara gaya dan percepatan,apa itu gaya dan percepatan?,"gaya adalah dorongan atau tarikan pada benda, sedangkan percepatan adalah perubahan kecepatan benda akibat gaya tersebut.",kamu pasti pernah lihat: mobil dengan mesin lebih kuat (gaya besar) akan mempercepat lebih cepat.,penting: rumus ini adalah fondasi mekanika klasik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,28,121,50,5,16,apa,Mudah
2031,"gaya, gerak, dan energi",hubungan antara gaya dan percepatan,bisa jelaskan tentang gaya dan percepatan?,"gaya adalah dorongan atau tarikan, dan percepatan adalah hasil dari gaya yang bekerja pada benda.",mobil dengan mesin lebih kuat (gaya besar) akan mempercepat lebih cepat.,rumus ini adalah fondasi mekanika klasik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,42,97,41,6,15,lainnya,Mudah
2032,"gaya, gerak, dan energi",hubungan antara gaya dan percepatan,jelaskan gaya dan percepatan!,"gaya adalah dorongan atau tarikan yang memengaruhi benda, sedangkan percepatan adalah perubahan kecepatan yang terjadi karena gaya.","misalnya, mobil dengan mesin lebih kuat (gaya besar) akan mempercepat lebih cepat.","ingat ya, rumus ini adalah fondasi mekanika klasik.",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,29,131,51,4,17,jelaskan,Mudah
2033,"gaya, gerak, dan energi",hubungan antara gaya dan percepatan,apa hubungan antara gaya dan percepatan?,"semakin besar gaya yang bekerja pada benda, semakin besar pula percepatan yang dihasilkan.",mobil dengan mesin lebih kuat (gaya besar) akan mempercepat lebih cepat.,rumus ini adalah fondasi mekanika klasik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,40,90,41,6,13,apa,Mudah
2034,air,pengertian daur air,apa nama turunnya air dari awan ke bumi?,turunnya air dari awan ke bumi disebut hujan atau presipitasi.,awan gelap di langit menunjukkan peran hujan,hujan terjadi ketika butir air di awan menjadi berat lalu jatuh. situasi awan gelap di langit membantu memperjelas perannya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,40,62,124,8,10,apa,Sedang
2035,air,pengertian daur air,apa itu turunnya air dari awan ke bumi?,turunnya air dari awan ke bumi disebut hujan.,hujan membantu pada saat air turun membasahi tanah,hujan terjadi ketika butir air di awan menjadi berat lalu jatuh. penjelasan ini cocok untuk memahami air turun membasahi tanah.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,39,45,127,8,8,apa,Sedang
2036,air,pengertian daur air,istilah apa yang tepat untuk turunnya air dari awan ke bumi?,istilah yang tepat adalah presipitasi atau hujan.,hari mendung setelah panas,hujan terjadi ketika butir air di awan menjadi berat lalu jatuh. contoh situasinya: hari mendung setelah panas.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,60,49,111,11,7,lainnya,Kompleks
2037,air,pengertian daur air,"dalam pelajaran air, turunnya air dari awan ke bumi disebut ?",turunnya air dari awan ke bumi disebut hujan atau presipitasi.,hujan terlihat saat awan gelap di langit,hujan terjadi ketika butir air di awan menjadi berat lalu jatuh. hal ini tampak jelas pada kegiatan awan gelap di langit.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,61,62,121,11,10,lainnya,Kompleks
2038,air,hujan,apa alasan hujan terjadi.,hujan terjadi karena uap air di awan sudah cukup berat sehingga jatuh ke bumi sebagai air.,awan gelap menurunkan hujan ke tanah.,hujan mengembalikan air ke permukaan bumi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,25,90,42,4,16,apa,Mudah
2039,air,hujan,apa sebab hujan terjadi.,"hujan terjadi karena uap air yang naik ke atas, berkumpul membentuk awan, lalu jatuh ke bumi.",awan gelap menurunkan hujan ke tanah.,hujan mengembalikan air ke permukaan bumi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,24,93,42,4,16,apa,Mudah
2040,air,hujan,apa penyebab hujan terjadi.,"penyebab hujan adalah penguapan air yang naik ke langit, mengembun menjadi awan, lalu jatuh ke bumi.",awan gelap menurunkan hujan ke tanah.,hujan mengembalikan air ke permukaan bumi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,27,100,42,4,16,apa,Mudah
2041,"gaya, gerak, dan energi",hukum newton pertama,apa itu newton yang pertama?,hukum newton pertama menyatakan bahwa benda diam akan tetap diam dan benda bergerak akan terus bergerak jika tidak ada gaya yang bekerja.,kamu pasti pernah lihat: penumpang mobil akan terdorong ke depan saat mobil tiba-tiba berhenti karena inersia.,penting: inersia adalah sifat benda untuk mempertahankan keadaan geraknya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,28,137,74,5,22,apa,Mudah
2042,"gaya, gerak, dan energi",hukum newton pertama,bisa jelaskan tentang newton yang pertama?,hukum newton pertama adalah hukum kelembaman yang menyatakan benda mempertahankan keadaannya jika tidak ada gaya luar.,penumpang mobil akan terdorong ke depan saat mobil tiba-tiba berhenti karena inersia.,inersia adalah sifat benda untuk mempertahankan keadaan geraknya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,42,118,65,6,16,lainnya,Mudah
2043,"gaya, gerak, dan energi",hukum newton pertama,jelaskan hukum newton yang pertama!,"hukum newton pertama menyatakan bahwa benda cenderung mempertahankan keadaannya, diam tetap diam dan bergerak tetap bergerak.",penumpang mobil akan terdorong ke depan saat mobil tiba-tiba berhenti karena inersia.,inersia adalah sifat benda untuk mempertahankan keadaan geraknya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,35,125,65,5,16,jelaskan,Mudah
2044,"gaya, gerak, dan energi",hukum newton pertama,jelaskan newton yang pertama!,hukum newton pertama adalah hukum kelembaman yang menjelaskan sifat benda mempertahankan keadaannya.,"misalnya, penumpang mobil akan terdorong ke depan saat mobil tiba-tiba berhenti karena inersia.","ingat ya, inersia adalah sifat benda untuk mempertahankan keadaan geraknya.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,29,100,75,4,12,jelaskan,Mudah
2045,bumi dan peristiwa alam,proses pembentukan tanah,bagian manakah yang dimaksud dengan sisa makhluk hidup yang membusuk dan menyuburkan tanah?,sisa makhluk hidup yang membusuk dan menyuburkan tanah disebut humus.,humus terlihat saat daun gugur membusuk,humus membuat tanah menjadi subur dan baik untuk tanaman. hal ini tampak jelas pada kegiatan daun gugur membusuk.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,91,69,113,13,10,lainnya,Kompleks
2046,bumi dan peristiwa alam,proses pembentukan tanah,sebutkan bagian yang sesuai dengan uraian sisa makhluk hidup yang membusuk dan menyuburkan tanah.,bagian yang dimaksud adalah humus.,"contohnya ketika tanah kebun menjadi subur, humus dibutuhkan","humus membuat tanah menjadi subur dan baik untuk tanaman. dengan begitu, humus dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,97,34,106,14,5,sebutkan,Kompleks
2047,bumi dan peristiwa alam,proses pembentukan tanah,apa nama sisa makhluk hidup yang membusuk dan menyuburkan tanah?,sisa makhluk hidup yang membusuk dan menyuburkan tanah disebut humus.,sisa tanaman di permukaan tanah menunjukkan peran humus,humus membuat tanah menjadi subur dan baik untuk tanaman. situasi sisa tanaman di permukaan tanah membantu memperjelas perannya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,64,69,128,10,10,apa,Sedang
2048,sumber daya alam dan kegunaannya,kegiatan manusia yang mengubah permukaan bumi,istilah apa yang tepat untuk penanaman kembali hutan gundul?,istilah yang tepat adalah reboisasi.,"contohnya ketika menanam bibit pohon, reboisasi dibutuhkan","reboisasi membantu memulihkan lingkungan dan mencegah erosi. dengan begitu, reboisasi dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,60,36,113,9,5,lainnya,Sedang
2049,organ tubuh manusia dan hewan,alat peredaran darah pada manusia,bagaimana ikan bernapas?,ikan bernapas menggunakan insang untuk mengambil oksigen yang terlarut dalam air.,ikan di kolam mengambil oksigen dari air.,insang memungkinkan ikan hidup di air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,24,81,38,3,11,bagaimana,Mudah
2050,organ tubuh manusia dan hewan,alat pernapasan ikan,ikan bernapas menggunakan alat apa.,ikan bernapas menggunakan insang.,"mulut ikan terbuka dan air masuk, lalu oksigen diserap oleh insang.",ikan hidup di air sehingga menggunakan insang untuk mengambil oksigen terlarut.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,35,33,79,5,4,lainnya,Mudah
2051,organ tubuh manusia dan hewan,alat pernapasan ikan,apa nama alat yang dipakai ikan untuk bernapas.,alat yang dipakai ikan untuk bernapas adalah insang.,"mulut ikan terbuka dan air masuk, lalu oksigen diserap oleh insang.",ikan hidup di air sehingga menggunakan insang untuk mengambil oksigen terlarut.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,47,52,79,8,8,apa,Sedang
2052,organ tubuh manusia dan hewan,alat pernapasan ikan,alat apa yang dipakai ikan untuk bernapas.,ikan bernapas menggunakan insang.,"mulut ikan terbuka dan air masuk, lalu oksigen diserap oleh insang.",ikan hidup di air sehingga menggunakan insang untuk mengambil oksigen terlarut.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,42,33,79,7,4,lainnya,Sedang
2053,alat tubuh manusia dan hewan,sistem pernapasan hewan,bagaimana cara cacing tanah bernapas?,cacing tanah bernapas melalui permukaan kulitnya yang lembap.,kamu akan sering melihat cacing di tempat lembap karena mereka butuh kulit yang basah untuk mengambil udara,"setiap hewan punya alat napas berbeda tergantung tempat tinggalnya, seperti insang untuk ikan atau trakea untuk serangga",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,37,61,120,5,8,bagaimana,Mudah
2054,alat tubuh manusia dan hewan,sistem pernapasan hewan,bagaimana bagaimana cara cacing tanah bernapas?,cacing tanah bernapas menggunakan kulit tubuhnya yang selalu basah dan lembap.,"contoh lainnya, kamu akan sering melihat cacing di tempat lembap karena mereka butuh kulit yang basah untuk mengambil udara","dalam kehidupan sehari-hari, setiap hewan punya alat napas berbeda tergantung tempat tinggalnya, seperti insang untuk ikan atau trakea untuk serangga",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,47,78,149,6,11,bagaimana,Mudah
2055,alat tubuh manusia dan hewan,sistem pernapasan hewan,apa itu cacing tanah bernapas?,cacing tanah bernapas melalui permukaan kulitnya yang lembap.,"dalam situasi berbeda, kamu akan sering melihat cacing di tempat lembap karena mereka butuh kulit yang basah untuk mengambil udara","untuk lebih memahami, setiap hewan punya alat napas berbeda tergantung tempat tinggalnya, seperti insang untuk ikan atau trakea untuk serangga",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,30,61,142,5,8,apa,Mudah
2056,alat tubuh manusia dan hewan,sistem pernapasan hewan,bagaimana cacing bernapas?,cacing bernapas menggunakan permukaan kulitnya yang lembap sebagai alat pernapasan.,kulit cacing yang lembap memudahkan oksigen masuk dan karbon dioksida keluar.,cacing tanah tidak memiliki alat pernapasan khusus.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,26,83,51,3,10,bagaimana,Mudah
2057,alat tubuh manusia dan hewan,sistem pernapasan hewan,dengan cara apa cacing bernapas?,cacing bernapas dengan menyerap oksigen langsung melalui kulitnya yang lembap.,kulit cacing yang lembap memudahkan oksigen masuk dan karbon dioksida keluar.,cacing tanah tidak memiliki alat pernapasan khusus.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,32,78,51,5,10,lainnya,Mudah
2058,alat tubuh manusia dan hewan,sistem pernapasan hewan,seperti apa proses cacing bernapas?,"oksigen masuk ke tubuh cacing melalui permukaan kulit yang lembap, lalu diedarkan ke seluruh tubuh.",kulit cacing yang lembap memudahkan oksigen masuk dan karbon dioksida keluar.,cacing tanah tidak memiliki alat pernapasan khusus.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,35,99,51,5,15,lainnya,Mudah
2059,alat tubuh manusia dan hewan,sistem pernapasan hewan,dengan alat apa ikan bernapas?,ikan bernapas dengan insang.,"mulut ikan terbuka dan air masuk, lalu oksigen diserap oleh insang.",ikan hidup di air sehingga menggunakan insang untuk mengambil oksigen terlarut.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,30,28,79,5,4,lainnya,Mudah
2060,alat tubuh manusia dan hewan,sistem pernapasan hewan,ikan bernapas menggunakan alat apa?,ikan bernapas menggunakan insang.,"mulut ikan terbuka dan air masuk, lalu oksigen diserap oleh insang.",ikan hidup di air sehingga menggunakan insang untuk mengambil oksigen terlarut.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,35,33,79,5,4,lainnya,Mudah
2061,alat tubuh manusia dan hewan,sistem pernapasan hewan,alat apa yang dipakai ikan untuk bernapas?,ikan bernapas menggunakan insang sebagai alat pernapasannya.,"mulut ikan terbuka dan air masuk, lalu oksigen diserap oleh insang.",ikan hidup di air sehingga menggunakan insang untuk mengambil oksigen terlarut.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,42,60,79,7,7,lainnya,Sedang
2062,alat pernapasan manusia dan hewan,sistem pernapasan hewan,apa itu bernapas menggunakan insang?,bernapas menggunakan insang adalah cara ikan mengambil oksigen dari air melalui organ insang.,gerak buka-tutup mulut ikan adalah proses pernapasan yang terus menerus.,adaptasi insang memungkinkan ikan untuk bertahan hidup di lingkungan air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,36,93,73,5,13,apa,Mudah
2063,alat pernapasan manusia dan hewan,sistem pernapasan hewan,bagaimana ikan bernapas menggunakan insang?,"ikan menyerap oksigen yang terlarut dalam air melalui insangnya, lalu oksigen diedarkan ke seluruh tubuh.",gerak buka-tutup mulut ikan adalah proses pernapasan yang terus menerus.,adaptasi insang memungkinkan ikan untuk bertahan hidup di lingkungan air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,43,105,73,5,15,bagaimana,Mudah
2064,alat pernapasan manusia dan hewan,sistem pernapasan hewan,jelaskan bernapas menggunakan insang!,insang adalah alat pernapasan ikan yang menyerap oksigen dari air dan melepaskan karbon dioksida.,"misalnya, gerak buka-tutup mulut ikan adalah proses pernapasan yang terus menerus.","ingat ya, adaptasi insang memungkinkan ikan untuk bertahan hidup di lingkungan air.",https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/,37,97,83,4,14,jelaskan,Mudah
2065,alat pernapasan manusia dan hewan,sistem pernapasan hewan,bisa jelaskan tentang bernapas menggunakan insang?,ikan bernapas dengan cara melewatkan air melalui insang sehingga oksigen terserap ke dalam darah.,kamu pasti pernah lihat: gerak buka-tutup mulut ikan adalah proses pernapasan yang terus menerus.,penting: adaptasi insang memungkinkan ikan untuk bertahan hidup di lingkungan air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,50,97,82,6,14,lainnya,Mudah
2066,alat tubuh manusia dan hewan,sistem pernapasan hewan,apa alasan ikan tidak bisa hidup lama di darat?,ikan tidak bisa hidup lama di darat karena insangnya tidak dapat menyerap oksigen dari udara.,ikan akan megap-megap saat keluar dari air. contohnya ikan yang dikeluarkan dari air akan cepat lemah karena insangnya tidak lagi dapat bekerja dengan baik. hal ini membuktikan bahwa ikan memang bergantung pada air untuk bernapas.,"alat pernapasan hewan disesuaikan dengan lingkungan hidupnya. hewan memiliki alat pernapasan yang berbeda sesuai tempat hidupnya, seperti paru-paru, trakea, kulit, atau insang. perbedaan itu membuat hewan dapat bertahan hidup di lingkungan yang sesuai.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,47,93,252,9,15,apa,Sedang
2067,alat tubuh manusia dan hewan,sistem pernapasan hewan,apa alat bantu pernapasan burung saat terbang?,burung dibantu oleh kantong udara sebagai alat bantu pernapasan saat terbang.,pundi-pundi udara membantu burung tetap bernapas ketika terbang jauh.,burung memiliki sistem pernapasan yang mendukung aktivitas terbang.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,46,77,67,7,11,apa,Sedang
2068,alat tubuh manusia dan hewan,sistem pernapasan hewan,burung saat terbang dibantu alat pernapasan apa?,"saat terbang, burung dibantu oleh kantong udara untuk bernapas lebih efisien.",pundi-pundi udara membantu burung tetap bernapas ketika terbang jauh.,burung memiliki sistem pernapasan yang mendukung aktivitas terbang.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,48,77,67,7,11,lainnya,Sedang
2069,alat tubuh manusia dan hewan,sistem pernapasan hewan,apa nama alat bantu pernapasan burung saat terbang?,alat bantu pernapasan burung saat terbang adalah kantong udara atau pundi-pundi udara.,pundi-pundi udara membantu burung tetap bernapas ketika terbang jauh.,burung memiliki sistem pernapasan yang mendukung aktivitas terbang.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,51,86,67,8,12,apa,Sedang
2070,alat pernapasan manusia dan hewan,sistem pernapasan hewan,bagaimana serangga bernapas melalui trakea?,"serangga bernapas melalui lubang kecil di tubuhnya yang disebut spirakel, lalu udara masuk ke saluran trakea.",belalang memiliki stigma di sisi tubuhnya yang terlihat seperti garis putih kecil.,sistem pernapasan trakea ini jauh berbeda dengan sistem paru-paru mamalia.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/,43,109,74,5,16,bagaimana,Mudah
2071,sistem pernapasan,sistem pernapasan pada hewan-hewan berbeda,jelaskan pada hewan-hewan berbeda!,"hewan berbeda memiliki alat pernapasan yang berbeda, misalnya ikan dengan insang, burung dengan paru-paru, dan cacing dengan kulit.","misalnya, adaptasi sistem pernapasan sesuai dengan habitat dan gaya hidup hewan.","ingat ya, keanekaragaman sistem pernapasan menunjukkan evolusi kehidupan di berbagai lingkungan.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,34,131,96,4,18,jelaskan,Mudah
2072,sistem pernapasan,sistem pernapasan pada hewan-hewan berbeda,apa itu pada hewan-hewan berbeda?,setiap hewan memiliki alat pernapasan yang berbeda sesuai tempat hidupnya.,adaptasi sistem pernapasan sesuai dengan habitat dan gaya hidup hewan.,keanekaragaman sistem pernapasan menunjukkan evolusi kehidupan di berbagai lingkungan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,33,74,86,5,10,apa,Mudah
2073,sistem pernapasan,sistem pernapasan pada hewan-hewan berbeda,bisa jelaskan tentang pada hewan-hewan berbeda?,"sistem pernapasan tiap hewan berbeda sesuai lingkungannya, seperti insang pada ikan dan paru-paru pada mamalia.",kamu pasti pernah lihat: adaptasi sistem pernapasan sesuai dengan habitat dan gaya hidup hewan.,penting: keanekaragaman sistem pernapasan menunjukkan evolusi kehidupan di berbagai lingkungan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,47,111,95,6,15,lainnya,Mudah
2074,sistem pernapasan,sistem pernapasan pada hewan-hewan berbeda,sebutkan sistem pernapasan pada hewan-hewan berbeda!,"ikan bernapas dengan insang, cacing dengan kulit, serangga dengan trakea, burung dengan paru-paru dan kantong udara, katak dewasa dengan paru-paru dan kulit.",adaptasi sistem pernapasan sesuai dengan habitat dan gaya hidup hewan.,keanekaragaman sistem pernapasan menunjukkan evolusi kehidupan di berbagai lingkungan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,52,157,86,6,22,sebutkan,Mudah
2075,alat tubuh manusia dan hewan,alat pernapasan hewan,sebutkan bagian yang sesuai dengan uraian alat pernapasan ikan untuk mengambil oksigen dari air.,alat pernapasan ikan untuk mengambil oksigen dari air adalah insang.,ikan mas bergerak di akuarium,insang memungkinkan ikan hidup di air dengan memperoleh oksigen terlarut. contoh situasinya: ikan mas bergerak di akuarium.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,96,68,123,14,10,sebutkan,Kompleks
2076,alat tubuh manusia dan hewan,alat pernapasan hewan,apa nama alat pernapasan ikan untuk mengambil oksigen dari air?,alat pernapasan ikan untuk mengambil oksigen dari air adalah insang.,insang terlihat saat lele mengambil oksigen dari air,insang memungkinkan ikan hidup di air dengan memperoleh oksigen terlarut. hal ini tampak jelas pada kegiatan lele mengambil oksigen dari air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,63,68,141,10,10,apa,Sedang
2077,alat tubuh manusia dan hewan,alat pernapasan hewan,apa itu alat pernapasan ikan untuk mengambil oksigen dari air?,insang adalah alat pernapasan ikan yang berfungsi menyerap oksigen dari air.,"contohnya ketika ikan bernapas di kolam, insang dibutuhkan","insang memungkinkan ikan hidup di air dengan memperoleh oksigen terlarut. dengan begitu, insang dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,62,76,123,10,11,apa,Sedang
2078,alat tubuh manusia dan hewan,alat pernapasan hewan,apa sebutan untuk alat pernapasan cacing tanah?,alat pernapasan cacing tanah adalah kulit yang lembap.,kulit terlihat saat cacing berada di tanah lembap,kulit cacing tanah harus lembap agar pertukaran gas dapat berlangsung. hal ini tampak jelas pada kegiatan cacing berada di tanah lembap.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,47,54,136,7,8,apa,Sedang
2079,alat tubuh manusia dan hewan,alat pernapasan hewan,"dalam pelajaran alat tubuh manusia dan hewan, alat pernapasan katak dewasa disebut ?",alat pernapasan katak dewasa disebut paru-paru dan kulit.,"contohnya ketika katak berada di tepi kolam, paru-paru dan kulit dibutuhkan","katak dewasa bernapas dengan dua cara, yaitu lewat paru-paru dan kulit. dengan begitu, paru-paru dan kulit dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,84,57,134,13,8,lainnya,Kompleks
2080,alat tubuh manusia dan hewan,alat pernapasan hewan,apa sebutan untuk alat pernapasan katak dewasa?,alat pernapasan katak dewasa adalah paru-paru dan kulit.,paru-paru dan kulit membantu pada saat katak dewasa berdiam di tempat lembap,"katak dewasa bernapas dengan dua cara, yaitu lewat paru-paru dan kulit. penjelasan ini cocok untuk memahami katak dewasa berdiam di tempat lembap.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,47,56,146,7,8,apa,Sedang
2081,bumi dan peristiwa alam,laporan peristiwa alam,apa isi laporan tentang peristiwa alam?,"laporan tentang peristiwa alam berisi jenis peristiwa, waktu dan tempat kejadian, penyebab, dampak, serta upaya penanggulangannya.","laporan memuat waktu, tempat, dan dampaknya.",membuat laporan membantu memahami kejadian alam.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,39,130,48,6,16,apa,Mudah
2082,bumi dan peristiwa alam,laporan peristiwa alam,apa saja isi laporan tentang peristiwa alam?,"isi laporan peristiwa alam meliputi jenis kejadian, lokasi, waktu, penyebab, dampak, dan cara mengatasinya.","laporan memuat waktu, tempat, dan dampaknya.",membuat laporan membantu memahami kejadian alam.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,44,107,48,7,14,apa,Sedang
2083,bumi dan peristiwa alam,laporan peristiwa alam,laporan tentang peristiwa alam berisi apa?,"laporan peristiwa alam berisi informasi tentang jenis kejadian, waktu, tempat, penyebab, dan dampaknya.","laporan memuat waktu, tempat, dan dampaknya.",membuat laporan membantu memahami kejadian alam.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,42,103,48,6,13,lainnya,Mudah
2084,peristiwa alam,laporan peristiwa alam,bagaimana isi laporan tentang peristiwa alam?,"laporan peristiwa alam memuat informasi lengkap mulai dari jenis peristiwa, waktu, tempat, penyebab, hingga dampaknya.","laporan memuat waktu, tempat, dan dampaknya.",membuat laporan membantu memahami kejadian alam.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,45,118,48,6,15,bagaimana,Mudah
2085,peristiwa alam,laporan peristiwa alam,apa itu isi laporan tentang peristiwa alam?,"isi laporan peristiwa alam adalah informasi lengkap tentang kejadian, penyebab, dan dampak suatu bencana alam.","laporan memuat waktu, tempat, dan dampaknya.",membuat laporan membantu memahami kejadian alam.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,43,110,48,7,15,apa,Sedang
