no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber
1268,"gaya, gerak, dan energi",pesawat sederhana,mengapa gunting disebut pengungkit jenis pertama?,gunting disebut pengungkit jenis pertama karena titik tumpunya berada di antara kuasa dan beban.,"saat memotong kertas, bagian tengah gunting menjadi titik putar yang membantu pekerjaan kita.",susunan tuas pada gunting membuat benda lebih mudah dipotong.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1269,"gaya, gerak, dan energi",pesawat sederhana,apa sebabnya gunting disebut pengungkit jenis pertama?,gunting disebut pengungkit jenis pertama karena titik tumpunya berada di antara kuasa dan beban.,"saat memotong kertas, bagian tengah gunting menjadi titik putar yang membantu pekerjaan kita.",susunan tuas pada gunting membuat benda lebih mudah dipotong.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1270,"gaya, gerak, dan energi",pesawat sederhana,bagaimana gunting disebut pengungkit jenis pertama?,gunting disebut pengungkit jenis pertama karena titik tumpunya berada di antara kuasa dan beban.,"saat memotong kertas, bagian tengah gunting menjadi titik putar yang membantu pekerjaan kita.",susunan tuas pada gunting membuat benda lebih mudah dipotong.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1271,"gaya, gerak, dan energi",pesawat sederhana,mengapa hal itu bisa terjadi pada gunting disebut pengungkit jenis pertama?,gunting disebut pengungkit jenis pertama karena titik tumpunya berada di antara kuasa dan beban.,"saat memotong kertas dengan gunting, titik putarnya ada di tengah dan kita memberi gaya di bagian pegangan. alat seperti ini membantu pekerjaan menjadi lebih ringan, lebih cepat, dan lebih mudah dilakukan.","pesawat sederhana digunakan untuk memudahkan pekerjaan manusia dengan usaha yang lebih kecil. alat ini membuat kegiatan mengangkat, memindahkan, memotong, atau menarik benda menjadi lebih ringan.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1272,"gaya, gerak, dan energi",pesawat sederhana,apa alasan gunting disebut pengungkit jenis pertama?,gunting disebut pengungkit jenis pertama karena titik tumpunya berada di antara kuasa dan beban.,"saat memotong kertas dengan gunting, titik putarnya ada di tengah dan kita memberi gaya di bagian pegangan. alat seperti ini membantu pekerjaan menjadi lebih ringan, lebih cepat, dan lebih mudah dilakukan.","pesawat sederhana digunakan untuk memudahkan pekerjaan manusia dengan usaha yang lebih kecil. alat ini membuat kegiatan mengangkat, memindahkan, memotong, atau menarik benda menjadi lebih ringan.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1273,"gaya, gerak, dan energi",pesawat sederhana,kenapa gunting disebut pengungkit jenis pertama?,gunting disebut pengungkit jenis pertama karena titik tumpunya berada di antara kuasa dan beban.,"saat memotong kertas dengan gunting, titik putarnya ada di tengah dan kita memberi gaya di bagian pegangan. alat seperti ini membantu pekerjaan menjadi lebih ringan, lebih cepat, dan lebih mudah dilakukan.","pesawat sederhana digunakan untuk memudahkan pekerjaan manusia dengan usaha yang lebih kecil. alat ini membuat kegiatan mengangkat, memindahkan, memotong, atau menarik benda menjadi lebih ringan.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1274,peristiwa alam,struktur gunung berapi dan cara kerjanya,apa itu struktur gunung berapi dan cara kerjanya?,"gunung berapi tersusun dari magma chamber, pipa vulkan, dan kawah. saat tekanan magma meningkat, magma keluar melalui pipa vulkan dan membentuk letusan.",kamu pasti pernah lihat: gunung merapi di jawa tengah adalah gunung berapi aktif yang sering mengalami letusan dengan keamanan lintasan aman.,penting: monitoring gunung berapi dapat memprediksi letusan dan mengurangi dampak bencana.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1275,peristiwa alam,struktur gunung berapi dan cara kerjanya,bisa jelaskan tentang struktur gunung berapi dan cara kerjanya?,"gunung berapi tersusun dari magma chamber, pipa vulkan, dan kawah. saat tekanan magma meningkat, magma keluar melalui pipa vulkan dan membentuk letusan.",gunung merapi di jawa tengah adalah gunung berapi aktif yang sering mengalami letusan dengan keamanan lintasan aman.,monitoring gunung berapi dapat memprediksi letusan dan mengurangi dampak bencana.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1276,peristiwa alam,struktur gunung berapi dan cara kerjanya,jelaskan struktur gunung berapi dan cara kerjanya!,"gunung berapi tersusun dari magma chamber, pipa vulkan, dan kawah. saat tekanan magma meningkat, magma keluar melalui pipa vulkan dan membentuk letusan.","misalnya, gunung merapi di jawa tengah adalah gunung berapi aktif yang sering mengalami letusan dengan keamanan lintasan aman.","ingat ya, monitoring gunung berapi dapat memprediksi letusan dan mengurangi dampak bencana.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1277,peristiwa alam,struktur gunung berapi dan cara kerjanya,apa yang kamu tahu tentang struktur gunung berapi dan cara kerjanya?,"gunung berapi tersusun dari magma chamber, pipa vulkan, dan kawah. saat tekanan magma meningkat, magma keluar melalui pipa vulkan dan membentuk letusan.",gunung merapi di jawa tengah adalah gunung berapi aktif yang sering mengalami letusan dengan keamanan lintasan aman.,monitoring gunung berapi dapat memprediksi letusan dan mengurangi dampak bencana.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1278,peristiwa alam,peristiwa alam di indonesia,bagian manakah yang dimaksud dengan keluarnya material panas dari gunung api?,banjir adalah peristiwa meluapnya air di daratan.,gunung meletus terlihat saat asap keluar dari puncak gunung,"gunung meletus mengeluarkan abu, lava, dan gas panas. hal ini tampak jelas pada kegiatan asap keluar dari puncak gunung.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
1279,peristiwa alam,peristiwa alam di indonesia,sebutkan bagian yang sesuai dengan uraian keluarnya material panas dari gunung api.,banjir adalah peristiwa meluapnya air di daratan.,"contohnya ketika abu vulkanik menyebar, gunung meletus dibutuhkan","gunung meletus mengeluarkan abu, lava, dan gas panas. dengan begitu, gunung meletus dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
1280,peristiwa alam,peristiwa alam di indonesia,apa nama keluarnya material panas dari gunung api?,banjir adalah peristiwa meluapnya air di daratan.,gunung api sedang aktif menunjukkan peran gunung meletus,"gunung meletus mengeluarkan abu, lava, dan gas panas. situasi gunung api sedang aktif membantu memperjelas perannya.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
1281,benda dan sifatnya,sifat bahan,apa alasan benda dibuat dari bahan yang berbeda.,benda dibuat dari bahan yang berbeda-beda karena setiap bahan memiliki sifat yang berbeda dan dipakai sesuai kegunaannya.,"kursi kayu lebih kuat, sedangkan gelas kaca transparan.",benda di sekitar kita tersusun dari beragam bahan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1282,benda dan sifatnya,sifat bahan,apa sebab benda dibuat dari bahan yang berbeda.,benda dibuat dari bahan yang berbeda-beda karena setiap bahan memiliki sifat yang berbeda dan dipakai sesuai kegunaannya.,"kursi kayu lebih kuat, sedangkan gelas kaca transparan.",benda di sekitar kita tersusun dari beragam bahan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1283,benda dan sifatnya,sifat bahan,apa penyebab benda dibuat dari bahan yang berbeda.,benda dibuat dari bahan yang berbeda-beda karena setiap bahan memiliki sifat yang berbeda dan dipakai sesuai kegunaannya.,"kursi kayu lebih kuat, sedangkan gelas kaca transparan.",benda di sekitar kita tersusun dari beragam bahan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1284,benda dan sifatnya,benda dan sifatnya,mengapa benda dibuat dari bahan yang berbeda?,benda dibuat dari bahan yang berbeda-beda karena setiap bahan memiliki sifat yang berbeda dan dipakai sesuai kegunaannya.,"kursi kayu lebih kuat, sedangkan gelas kaca transparan.",benda di sekitar kita tersusun dari beragam bahan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1285,benda dan sifatnya,benda dan sifatnya,apa alasan benda dibuat dari bahan yang berbeda?,benda dibuat dari bahan yang berbeda-beda karena setiap bahan memiliki sifat yang berbeda dan dipakai sesuai kegunaannya.,"kursi kayu lebih kuat, sedangkan gelas kaca transparan.",benda di sekitar kita tersusun dari beragam bahan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1286,benda dan sifatnya,benda dan sifatnya,kenapa benda dibuat dari bahan yang berbeda?,benda dibuat dari bahan yang berbeda-beda karena setiap bahan memiliki sifat yang berbeda dan dipakai sesuai kegunaannya.,"kursi kayu lebih kuat, sedangkan gelas kaca transparan.",benda di sekitar kita tersusun dari beragam bahan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1287,cahaya dan sifat-sifatnya,membuat karya,apa yang perlu diperhatikan saat membuat model cahaya?,hal yang diperhatikan meliputi bahan bentuk serta fungsi.,model periskop dibuat dari kardus dan cermin.,perencanaan yang baik membuat karya lebih berguna.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1288,cahaya dan sifat-sifatnya,membuat karya,hal apa yang perlu diperhatikan saat membuat model cahaya?,hal yang diperhatikan meliputi bahan bentuk serta fungsi.,model periskop dibuat dari kardus dan cermin.,perencanaan yang baik membuat karya lebih berguna.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1289,cahaya dan sifat-sifatnya,membuat karya,sebutkan hal yang perlu diperhatikan saat membuat model cahaya!,hal yang diperhatikan meliputi bahan bentuk serta fungsi.,model periskop dibuat dari kardus dan cermin.,perencanaan yang baik membuat karya lebih berguna.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1290,cahaya dan sifat-sifatnya,membuat karya,bagaimana yang perlu diperhatikan saat membuat model cahaya?,hal yang diperhatikan meliputi bahan bentuk serta fungsi.,model periskop dibuat dari kardus dan cermin.,perencanaan yang baik membuat karya lebih berguna.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1291,cahaya dan sifat-sifatnya,membuat karya,apa itu yang perlu diperhatikan saat membuat model cahaya?,hal yang diperhatikan meliputi bahan bentuk serta fungsi.,model periskop dibuat dari kardus dan cermin.,perencanaan yang baik membuat karya lebih berguna.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1292,cahaya dan sifat-sifatnya,membuat karya,kenapa yang perlu diperhatikan saat membuat model cahaya itu penting?,hal yang diperhatikan meliputi bahan bentuk serta fungsi.,model periskop dibuat dari kardus dan cermin.,perencanaan yang baik membuat karya lebih berguna.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1293,air,daur air,berikan contoh yang berkaitan dengan genangan air!,awan putih di langit menandakan banyak uap air di udara.,halaman rumah tergenang setelah hujan lebat.,genangan dapat berkurang jika saluran lancar.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/
1294,tumbuhan hijau,proses fotosintesis,apa hasil dari fotosintesis?,fotosintesis adalah proses yang dilakukan tumbuhan untuk membuat makanan sendiri.,pohon di halaman rumah membuat udara terasa segar karena menghasilkan oksigen.,"hasil fotosintesis tidak hanya berguna bagi tumbuhan, tetapi juga bagi makhluk hidup lain.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1295,tumbuhan hijau,proses fotosintesis,kenapa apa hasil dari fotosintesis?,fotosintesis adalah proses yang dilakukan tumbuhan untuk membuat makanan sendiri.,pohon di halaman rumah membuat udara terasa segar karena menghasilkan oksigen.,"hasil fotosintesis tidak hanya berguna bagi tumbuhan, tetapi juga bagi makhluk hidup lain.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1296,tumbuhan hijau,proses fotosintesis,apa sebabnya apa hasil dari fotosintesis?,"daun penting karena menjadi tempat utama tumbuhan membuat makanan dengan bantuan klorofil, air, karbon dioksida, dan cahaya matahari.",pohon di halaman rumah membuat udara terasa segar karena menghasilkan oksigen.,"hasil fotosintesis tidak hanya berguna bagi tumbuhan, tetapi juga bagi makhluk hidup lain.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1297,tumbuhan hijau,hasil fotosintesis,apa yang dihasilkan oleh utama fotosintesis.,hasilnya berupa glukosa sebagai sumber energi serta oksigen.,"glukosa dipakai tumbuhan sebagai makanan, sedangkan oksigen dilepas ke udara.",proses fotosintesis menghasilkan makanan dan udara segar.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1298,tumbuhan hijau,hasil fotosintesis,hasil utama dari utama fotosintesis apa.,hasilnya berupa glukosa sebagai sumber energi serta oksigen.,"glukosa dipakai tumbuhan sebagai makanan, sedangkan oksigen dilepas ke udara.",proses fotosintesis menghasilkan makanan dan udara segar.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1299,tumbuhan hijau,hasil fotosintesis,produk yang dihasilkan oleh utama fotosintesis itu apa.,hasilnya berupa glukosa sebagai sumber energi serta oksigen.,"glukosa dipakai tumbuhan sebagai makanan, sedangkan oksigen dilepas ke udara.",proses fotosintesis menghasilkan makanan dan udara segar.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1300,tumbuhan hijau,komponen fotosintesis,apa hasil utama dari fotosintesis?,bahan tersebut meliputi air karbondioksida klorofil serta cahaya matahari.,"glukosa dipakai tumbuhan sebagai makanan, sedangkan oksigen dilepas ke udara.",proses fotosintesis menghasilkan makanan dan udara segar.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1301,tumbuhan hijau,komponen fotosintesis,apa hasil paling penting dari fotosintesis?,bahan tersebut meliputi air karbondioksida klorofil serta cahaya matahari.,"glukosa dipakai tumbuhan sebagai makanan, sedangkan oksigen dilepas ke udara.",proses fotosintesis menghasilkan makanan dan udara segar.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1302,tumbuhan hijau,komponen fotosintesis,apa produk utama dari fotosintesis?,bahan tersebut meliputi air karbondioksida klorofil serta cahaya matahari.,"glukosa dipakai tumbuhan sebagai makanan, sedangkan oksigen dilepas ke udara.",proses fotosintesis menghasilkan makanan dan udara segar.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1303,organ tubuh manusia dan hewan,fungsi hati dan perannya dalam tubuh,apa fungsi hati?,hati membantu menyimpan zat makanan dan menetralkan racun.,hati ikut bekerja saat tubuh mengolah makanan.,hati menjaga tubuh tetap sehat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
1304,organ tubuh manusia dan hewan,struktur dan fungsi hati,apa itu struktur dan fungsi hati?,"hati: organ terbesar dalam tubuh (1-1.5 kg), terletak di rongga perut sebelah kanan atas. fungsi: detoksifikasi, metabolisme, produksi empedu, penyimpanan glukosa dan vitamin.",kamu pasti pernah lihat: hati dapat memulihkan diri dari kerusakan ringan karena kemampuan regenerasi tinggi.,penting: menjaga kesehatan hati penting untuk metabolisme tubuh yang optimal.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1305,organ tubuh manusia dan hewan,struktur dan fungsi hati,apa fungsi struktur dan fungsi hati?,"hati: organ terbesar dalam tubuh (1-1.5 kg), terletak di rongga perut sebelah kanan atas. fungsi: detoksifikasi, metabolisme, produksi empedu, penyimpanan glukosa dan vitamin.",hati dapat memulihkan diri dari kerusakan ringan karena kemampuan regenerasi tinggi.,menjaga kesehatan hati penting untuk metabolisme tubuh yang optimal.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1306,organ tubuh manusia dan hewan,struktur dan fungsi hati,jelaskan struktur dan fungsi hati!,"hati: organ terbesar dalam tubuh (1-1.5 kg), terletak di rongga perut sebelah kanan atas. fungsi: detoksifikasi, metabolisme, produksi empedu, penyimpanan glukosa dan vitamin.","misalnya, hati dapat memulihkan diri dari kerusakan ringan karena kemampuan regenerasi tinggi.","ingat ya, menjaga kesehatan hati penting untuk metabolisme tubuh yang optimal.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1307,organ tubuh manusia dan hewan,struktur dan fungsi hati,apa kegunaan struktur dan fungsi hati?,"hati: organ terbesar dalam tubuh (1-1.5 kg), terletak di rongga perut sebelah kanan atas. fungsi: detoksifikasi, metabolisme, produksi empedu, penyimpanan glukosa dan vitamin.",hati dapat memulihkan diri dari kerusakan ringan karena kemampuan regenerasi tinggi.,menjaga kesehatan hati penting untuk metabolisme tubuh yang optimal.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
1308,sumber daya alam dan kegunaannya,membuka lahan pertanian,apa yang dimaksud dengan hemat energi?,"jika hemat energi tidak dijaga, energi akan cepat habis dan pemborosan meningkat.",mematikan lampu saat siang adalah contoh hemat energi.,hemat energi membuat sumber daya tidak cepat habis.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/
1309,sumber daya alam dan kegunaannya,pembangunan jalan,bagaimana cara memanfaatkan hemat energi dengan bijak?,minyak bumi adalah sumber energi yang berasal dari dalam tanah.,mematikan lampu saat siang adalah contoh hemat energi.,hemat energi membuat sumber daya tidak cepat habis.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/
1310,sumber daya alam dan kegunaannya,pembangunan perkotaan,kenapa hemat energi itu penting?,batu bara adalah bahan bakar fosil dari sisa tumbuhan purba.,mematikan lampu saat siang adalah contoh hemat energi.,hemat energi membuat sumber daya tidak cepat habis.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/
1311,peredaran darah,hematokrit,apa itu hematokrit dan mengapa nilainya penting?,"hematokrit: persentase volume sel darah merah dalam darah total. normal: 40-50% pada pria, 35-45% pada wanita.",kamu pasti pernah lihat: hematokrit tinggi (polisitemia) atau rendah (anemia) menunjukkan masalah kesehatan.,penting: pengukuran hematokrit rutin membantu monitoring kesehatan darah.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1312,peredaran darah,hematokrit,bisa jelaskan tentang hematokrit dan mengapa nilainya penting?,"hematokrit: persentase volume sel darah merah dalam darah total. normal: 40-50% pada pria, 35-45% pada wanita.",hematokrit tinggi (polisitemia) atau rendah (anemia) menunjukkan masalah kesehatan.,pengukuran hematokrit rutin membantu monitoring kesehatan darah.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1313,peredaran darah,hematokrit,apa yang kamu tahu tentang hematokrit dan mengapa nilainya penting?,"hematokrit: persentase volume sel darah merah dalam darah total. normal: 40-50% pada pria, 35-45% pada wanita.",hematokrit tinggi (polisitemia) atau rendah (anemia) menunjukkan masalah kesehatan.,pengukuran hematokrit rutin membantu monitoring kesehatan darah.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1314,peredaran darah,hematokrit,jelaskan hematokrit dan mengapa nilainya penting!,"hematokrit: persentase volume sel darah merah dalam darah total. normal: 40-50% pada pria, 35-45% pada wanita.","misalnya, hematokrit tinggi (polisitemia) atau rendah (anemia) menunjukkan masalah kesehatan.","ingat ya, pengukuran hematokrit rutin membantu monitoring kesehatan darah.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1315,peredaran darah,proses hematopoiesis (pembentukan sel da,apa itu (pembentukan sel darah)?,hematopoiesis: proses pembentukan sel darah di sumsum tulang merah dari sel induk hematopoietik.,"sel darah merah dibentuk ~2 juta per detik, sel darah putih ~100 ribu per detik.",gangguan hematopoiesis menyebabkan anemia atau leukopenia.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1316,peredaran darah,proses hematopoiesis (pembentukan sel da,bagaimana (pembentukan sel darah)?,hematopoiesis: proses pembentukan sel darah di sumsum tulang merah dari sel induk hematopoietik.,"kamu pasti pernah lihat: sel darah merah dibentuk ~2 juta per detik, sel darah putih ~100 ribu per detik.",penting: gangguan hematopoiesis menyebabkan anemia atau leukopenia.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1317,peredaran darah,proses hematopoiesis (pembentukan sel da,jelaskan (pembentukan sel darah)!,"hematopoiesis: proses pembentukan sel darah di sumsum tulang merah dari sel induk hematopoietik. diatur oleh sitokin seperti erythropoietin (epo), granulocyte colony-stimulating factor (g-csf).","misalnya, sel darah merah dibentuk ~2 juta per detik, sel darah putih ~100 ribu per detik.","ingat ya, gangguan hematopoiesis menyebabkan anemia atau leukopenia.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
1318,peredaran darah,proses hematopoiesis (pembentukan sel da,bagaimana proses hematopoiesis (pembentukan sel darah)?,"hematopoiesis: proses pembentukan sel darah di sumsum tulang merah dari sel induk hematopoietik. diatur oleh sitokin seperti erythropoietin (epo), granulocyte colony-stimulating factor (g-csf).","sel darah merah dibentuk ~2 juta per detik, sel darah putih ~100 ribu per detik.",gangguan hematopoiesis menyebabkan anemia atau leukopenia.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
1319,sistem pernapasan,kerja hemoglobin dalam pengangkutan,apa itu kerja hemoglobin dalam pengangkutan?,"hemoglobin: protein di sel darah merah yang berikatan dengan oksigen. setiap hemoglobin dapat mengikat 4 molekul di paru-paru mengikat  (oxyhemoglobin), di jaringan melepas.","kamu pasti pernah lihat: hemoglobin berwarna merah ketika mengikat oksigen, menjadi kebiruan ketika melepas oksigen.",penting: kadar hemoglobin rendah (anemia) mengurangi kapasitas pengangkutan oksigen.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1320,sistem pernapasan,kerja hemoglobin dalam pengangkutan,bisa jelaskan tentang kerja hemoglobin dalam pengangkutan?,"hemoglobin: protein di sel darah merah yang berikatan dengan oksigen. setiap hemoglobin dapat mengikat 4 molekul di paru-paru mengikat  (oxyhemoglobin), di jaringan melepas.","hemoglobin berwarna merah ketika mengikat oksigen, menjadi kebiruan ketika melepas oksigen.",kadar hemoglobin rendah (anemia) mengurangi kapasitas pengangkutan oksigen.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1321,sistem pernapasan,kerja hemoglobin dalam pengangkutan,jelaskan kerja hemoglobin dalam pengangkutan!,"hemoglobin: protein di sel darah merah yang berikatan dengan oksigen. setiap hemoglobin dapat mengikat 4 molekul di paru-paru mengikat  (oxyhemoglobin), di jaringan melepas.","misalnya, hemoglobin berwarna merah ketika mengikat oksigen, menjadi kebiruan ketika melepas oksigen.","ingat ya, kadar hemoglobin rendah (anemia) mengurangi kapasitas pengangkutan oksigen.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1322,sistem pernapasan,kerja hemoglobin dalam pengangkutan,bagaimana cara kerja hemoglobin dalam pengangkutan oksigen?,"hemoglobin: protein di sel darah merah yang berikatan dengan oksigen. setiap hemoglobin dapat mengikat 4 molekul di paru-paru mengikat  (oxyhemoglobin), di jaringan melepas.","hemoglobin berwarna merah ketika mengikat oksigen, menjadi kebiruan ketika melepas oksigen.",kadar hemoglobin rendah (anemia) mengurangi kapasitas pengangkutan oksigen.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1323,tumbuhan hijau,ketergantungan makhluk hidup,apa hubungan hewan dengan tumbuhan hijau?,"jika tidak ada tumbuhan hijau, maka tidak akan ada sumber makanan dan oksigen bagi makhluk hidup. hal ini akan menyebabkan manusia dan hewan tidak dapat bertahan hidup karena tidak ada energi dan udara untuk bernapas.","sapi makan rumput, lalu manusia makan sapi. misalnya sapi memakan rumput, lalu manusia memperoleh energi dari hewan yang memakan tumbuhan. rantai makanan itu menunjukkan hubungan yang sangat erat.","rantai makanan dimulai dari tumbuhan hijau. tumbuhan menjadi sumber makanan, oksigen, dan dasar rantai makanan bagi manusia dan hewan. tanpa tumbuhan, keseimbangan kehidupan di bumi akan terganggu.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1324,tumbuhan hijau,ketergantungan makhluk hidup,apa kaitan hewan dengan tumbuhan hijau?,"jika tidak ada tumbuhan hijau, maka tidak akan ada sumber makanan dan oksigen bagi makhluk hidup. hal ini akan menyebabkan manusia dan hewan tidak dapat bertahan hidup karena tidak ada energi dan udara untuk bernapas.","sapi makan rumput, lalu manusia makan sapi. misalnya sapi memakan rumput, lalu manusia memperoleh energi dari hewan yang memakan tumbuhan. rantai makanan itu menunjukkan hubungan yang sangat erat.","rantai makanan dimulai dari tumbuhan hijau. tumbuhan menjadi sumber makanan, oksigen, dan dasar rantai makanan bagi manusia dan hewan. tanpa tumbuhan, keseimbangan kehidupan di bumi akan terganggu.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1325,tumbuhan hijau,ketergantungan makhluk hidup,kenapa hewan dengan tumbuhan hijau itu penting?,"jika tidak ada tumbuhan hijau, maka tidak akan ada sumber makanan dan oksigen bagi makhluk hidup. hal ini akan menyebabkan manusia dan hewan tidak dapat bertahan hidup karena tidak ada energi dan udara untuk bernapas.","sapi makan rumput, lalu manusia makan sapi. misalnya sapi memakan rumput, lalu manusia memperoleh energi dari hewan yang memakan tumbuhan. rantai makanan itu menunjukkan hubungan yang sangat erat.","rantai makanan dimulai dari tumbuhan hijau. tumbuhan menjadi sumber makanan, oksigen, dan dasar rantai makanan bagi manusia dan hewan. tanpa tumbuhan, keseimbangan kehidupan di bumi akan terganggu.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1326,alat pernapasan manusia dan hewan,sistem pernapasan hewan,jelaskan sistem pernapasan hewan!,"cacing memiliki kulit yang selalu lembap dan kaya pembuluh darah, sehingga oksigen dapat menyerap langsung melalui permukaan kulit ke dalam tubuh.","misalnya, sistem pernapasan yang berbeda ini menunjukkan adaptasi terhadap ketersediaan oksigen di lingkungan berbeda.","ingat ya, efisiensi sistem pernapasan sangat bergantung pada komposisi medium (udara atau air) tempat hewan hidup.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1327,alat pernapasan manusia dan hewan,sistem pernapasan hewan,bagaimana perbedaan sistem pernapasan hewan darat dan hewan air?,"hewan darat (mamalia, burung) menggunakan paru-paru untuk mengambil oksigen dari udara, sedangkan hewan air (ikan) menggunakan insang untuk mengambil oksigen dari air terlarut.",sistem pernapasan yang berbeda ini menunjukkan adaptasi terhadap ketersediaan oksigen di lingkungan berbeda.,efisiensi sistem pernapasan sangat bergantung pada komposisi medium (udara atau air) tempat hewan hidup.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1328,alat pernapasan manusia dan hewan,sistem pernapasan hewan,apa yang dimaksud sistem pernapasan hewan?,"cacing memiliki kulit yang selalu lembap dan kaya pembuluh darah, sehingga oksigen dapat menyerap langsung melalui permukaan kulit ke dalam tubuh.",kamu pasti pernah lihat: sistem pernapasan yang berbeda ini menunjukkan adaptasi terhadap ketersediaan oksigen di lingkungan berbeda.,penting: efisiensi sistem pernapasan sangat bergantung pada komposisi medium (udara atau air) tempat hewan hidup.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1329,alat pernapasan manusia dan hewan,sistem pernapasan hewan,jelaskan tentang sistem pernapasan hewan.,"cacing memiliki kulit yang selalu lembap dan kaya pembuluh darah, sehingga oksigen dapat menyerap langsung melalui permukaan kulit ke dalam tubuh.",sistem pernapasan yang berbeda ini menunjukkan adaptasi terhadap ketersediaan oksigen di lingkungan berbeda.,efisiensi sistem pernapasan sangat bergantung pada komposisi medium (udara atau air) tempat hewan hidup.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
1330,sumber daya alam dan kegunaannya,pembangunan jalan,apa yang dimaksud dengan hewan?,air adalah sumber daya alam yang sangat penting bagi kehidupan.,"ayam, sapi, dan ikan banyak dimanfaatkan manusia.",hewan perlu dipelihara dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
1331,adaptasi makhluk hidup,kalajengking,bagaimana kalajengking melindungi diri?,hewan ini menggunakan sengat beracun.,sengat kalajengking dapat mengusir musuh.,beberapa hewan memakai racun sebagai alat perlindungan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1332,adaptasi makhluk hidup,kalajengking,dengan cara apa kalajengking melindungi diri?,hewan ini menggunakan sengat beracun.,sengat kalajengking dapat mengusir musuh.,beberapa hewan memakai racun sebagai alat perlindungan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
