no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber
2399,benda dan sifatnya,perubahan kimia,"coba jelaskan, apa sih dalam perubahan kimia?",perubahan sifat benda yang menghasilkan zat baru dengan komposisi kimia berbeda.,kamu pasti pernah lihat: perubahan kimia adalah bagian penting dari perubahan kimia.,penting: perubahan kimia melibatkan pelepasan atau penyerapan energi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2400,benda dan sifatnya,perubahan fisika,jelaskan dalam perubahan fisika!,perubahan fisika penting karena bersifat reversibel atau dapat dikembalikan ke kondisi semula.,"misalnya, es mencair menjadi air adalah contoh perubahan fisika.","ingat ya, memahami peran perubahan fisika membantu kita mengerti perubahan fisika.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2401,benda dan sifatnya,perubahan fisika,apa itu dalam perubahan fisika?,perubahan fisika memiliki fungsi bersifat reversibel atau dapat dikembalikan ke kondisi semula.,es mencair menjadi air adalah contoh perubahan fisika.,perubahan fisika tidak menghasilkan zat baru.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
2402,benda dan sifatnya,pelarutan benda,apa itu larut dalam air?,"garam larut dalam air karena partikel garam terdispersi di antara partikel air, membentuk larutan homogen tanpa zat baru terbentuk, proses ini reversibel.",pelarutan adalah proses fisika karena komposisi kimia garam tidak berubah.,kemampuan melarut bergantung pada sifat zat dan pelarut yang digunakan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
2403,benda dan sifatnya,perubahan kimia,apa itu dalam perubahan kimia?,perubahan kimia memiliki fungsi bersifat irreversibel atau tidak dapat dikembalikan.,pembakaran kayu menghasilkan abu dan gas adalah contoh perubahan kimia.,perubahan kimia melibatkan pelepasan atau penyerapan energi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
2404,benda dan sifatnya,perubahan fisika,jelaskan apa yang dimaksud dengan perubahan fisika!,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","es mencair menjadi air adalah contoh perubahan fisika, air masih tetap hÃ¢â€šâ€šo.",perubahan fisika bersifat reversibel atau dapat dikembalikan ke kondisi semula.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
2405,benda dan sifatnya,perubahan fisika,"coba jelaskan, apa sih dan perubahan bentuk?","perubahan wujud adalah perubahan antara padat, cair, dan gas (mencair, menguap, membeku, mengembun, sublimasi), sedangkan perubahan bentuk adalah perubahan bentuk benda yang tetap wujudnya (memotong, melipat, merancang).","kamu pasti pernah lihat: es mencair adalah perubahan wujud dari padat menjadi cair, kertas dipotong adalah perubahan bentuk yang tetap padat.",penting: keduanya termasuk perubahan fisika karena tidak mengubah komposisi kimia benda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
2406,benda dan sifatnya,perubahan fisika,apa itu contoh-contoh perubahan fisika?,"contoh perubahan fisika: es mencair, air menguap, kertas dipotong, kayu dirancang, logam dibentuk, kaca pecah, dan garam larut dalam air.","semua contoh ini hanya mengubah bentuk atau wujud, tidak menghasilkan zat baru.",perubahan fisika dapat diamati dan dirasakan secara langsung.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
2407,benda dan sifatnya,perubahan fisika,apa perbedaan antara perubahan wujud dan perubahan bentuk?,"perubahan wujud adalah perubahan antara padat, cair, dan gas (mencair, menguap, membeku, mengembun, sublimasi), sedangkan perubahan bentuk adalah perubahan bentuk benda yang tetap wujudnya (memotong, melipat, merancang).","es mencair adalah perubahan wujud dari padat menjadi cair, kertas dipotong adalah perubahan bentuk yang tetap padat.",keduanya termasuk perubahan fisika karena tidak mengubah komposisi kimia benda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
2408,benda dan sifatnya,perubahan kimia,mengapa perubahan kimia penting dalam perubahan kimia?,perubahan kimia penting karena bersifat irreversibel atau tidak dapat dikembalikan,pembakaran kayu menghasilkan abu dan gas adalah contoh perubahan kimia.,memahami peran perubahan kimia membantu kita mengerti perubahan kimia,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
2409,benda dan sifatnya,perubahan kimia,"coba jelaskan, apa sih dalam perubahan kimia?",perubahan sifat benda yang menghasilkan zat baru dengan komposisi kimia berbeda.,kamu pasti pernah lihat: pembakaran kayu menghasilkan abu dan gas adalah contoh perubahan kimia.,penting: perubahan kimia melibatkan pelepasan atau penyerapan energi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
859,bumi dan peristiwa alam,jenis-jenis batuan dan sifatnya,apa yang dimaksud dengan batuan beku,batuan beku adalah batu yang terbentuk dari cairan panas dari dalam bumi magma yang mendingin dan akhirnya membeku menjadi keras,"batu apung adalah jenis batuan beku yang ringan dan berlubang-lubang, sering dipakai untuk menggosok kaki agar halus","batuan di bumi dikelompokkan menjadi tiga jenis utama beku, endapan sedimen, dan malihan",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
860,bumi dan peristiwa alam,jenis-jenis batuan dan sifatnya,bagaimana yang dimaksud dengan batuan beku,batuan beku adalah batu yang terbentuk dari cairan panas dari dalam bumi magma yang mendingin dan akhirnya membeku menjadi keras,"contoh lainnya, batu apung adalah jenis batuan beku yang ringan dan berlubang-lubang, sering dipakai untuk menggosok kaki agar halus","dalam kehidupan sehari-hari, batuan di bumi dikelompokkan menjadi tiga jenis utama beku, endapan sedimen, dan malihan",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
861,bumi dan peristiwa alam,jenis-jenis batuan dan sifatnya,apa yang dimaksud dengan batuan beku,batuan beku adalah batu yang terbentuk dari cairan panas dari dalam bumi magma yang mendingin dan akhirnya membeku menjadi keras,"dalam situasi berbeda, batu apung adalah jenis batuan beku yang ringan dan berlubang-lubang, sering dipakai untuk menggosok kaki agar halus","untuk lebih memahami, batuan di bumi dikelompokkan menjadi tiga jenis utama beku, endapan sedimen, dan malihan",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
862,bumi dan peristiwa alam,pembentukan tanah dari pelapukan,bagaimana batuan yang keras bisa berubah menjadi tanah yang gembur,"batuan mengalami pelapukan atau hancur karena pengaruh panas matahari, air hujan, suhu dingin, atau dirusak oleh akar tumbuhan",lumut yang menempel di permukaan batu perlahan-lahan akan menghancurkan batu itu menjadi butiran tanah yang halus,pelapukan batuan adalah proses awal terbentuknya lapisan tanah di permukaan bumi,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
863,bumi dan peristiwa alam,pembentukan tanah dari pelapukan,bagaimana bagaimana batuan yang keras bisa berubah menjadi tanah yang gembur,"batuan mengalami pelapukan atau hancur karena pengaruh panas matahari, air hujan, suhu dingin, atau dirusak oleh akar tumbuhan","contoh lainnya, lumut yang menempel di permukaan batu perlahan-lahan akan menghancurkan batu itu menjadi butiran tanah yang halus","dalam kehidupan sehari-hari, pelapukan batuan adalah proses awal terbentuknya lapisan tanah di permukaan bumi",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
864,bumi dan peristiwa alam,pembentukan tanah dari pelapukan,bagaimana batuan yang keras bisa berubah menjadi tanah yang gembur,"batuan mengalami pelapukan atau hancur karena pengaruh panas matahari, air hujan, suhu dingin, atau dirusak oleh akar tumbuhan","dalam situasi berbeda, lumut yang menempel di permukaan batu perlahan-lahan akan menghancurkan batu itu menjadi butiran tanah yang halus","untuk lebih memahami, pelapukan batuan adalah proses awal terbentuknya lapisan tanah di permukaan bumi",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
865,bumi dan peristiwa alam,jenis-jenis tanah,tanah apa yang paling baik digunakan untuk menanam sayuran agar tumbuh subur,tanah yang paling subur adalah tanah humus karena banyak mengandung sisa-sisa tumbuhan dan hewan yang sudah membusuk,tanah di hutan yang warnanya gelap biasanya sangat kaya akan humus sehingga pohon-pohon di sana tumbuh besar dan hijau,jenis tanah ditentukan oleh bahan penyusunnya dan kemampuannya dalam menyimpan air untuk tanaman,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
866,bumi dan peristiwa alam,jenis-jenis tanah,bagaimana tanah apa yang paling baik digunakan untuk menanam sayuran agar tumbuh subur,tanah yang paling subur adalah tanah humus karena banyak mengandung sisa-sisa tumbuhan dan hewan yang sudah membusuk,"contoh lainnya, tanah di hutan yang warnanya gelap biasanya sangat kaya akan humus sehingga pohon-pohon di sana tumbuh besar dan hijau","dalam kehidupan sehari-hari, jenis tanah ditentukan oleh bahan penyusunnya dan kemampuannya dalam menyimpan air untuk tanaman",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
867,bumi dan peristiwa alam,jenis-jenis tanah,tanah apa yang paling baik digunakan untuk menanam sayuran agar tumbuh subur,tanah yang paling subur adalah tanah humus karena banyak mengandung sisa-sisa tumbuhan dan hewan yang sudah membusuk,"dalam situasi berbeda, tanah di hutan yang warnanya gelap biasanya sangat kaya akan humus sehingga pohon-pohon di sana tumbuh besar dan hijau","untuk lebih memahami, jenis tanah ditentukan oleh bahan penyusunnya dan kemampuannya dalam menyimpan air untuk tanaman",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
868,bumi dan peristiwa alam,proses pembentukan tanah,apa nama proses batuan menjadi butiran lebih kecil?,pelapukan,batu retak karena cuaca,"pelapukan berlangsung lama karena air, panas, dan angin. contoh situasinya: batu retak karena cuaca.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
869,bumi dan peristiwa alam,proses pembentukan tanah,bagian apa yang berfungsi sebagai proses batuan menjadi butiran lebih kecil?,pelapukan,pelapukan terlihat saat tebing berubah perlahan,"pelapukan berlangsung lama karena air, panas, dan angin. hal ini tampak jelas pada kegiatan tebing berubah perlahan.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
870,bumi dan peristiwa alam,proses pembentukan tanah,istilah apa yang tepat untuk proses batuan menjadi butiran lebih kecil?,pelapukan,"contohnya ketika batu terkena hujan dan panas, pelapukan dibutuhkan","pelapukan berlangsung lama karena air, panas, dan angin. dengan begitu, pelapukan dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
871,bumi dan peristiwa alam,proses pembentukan tanah,"dalam pelajaran batuan dan proses pembentukan tanah, pengikisan tanah oleh air atau angin disebut ...?",erosi,tanah terbawa air hujan menunjukkan peran erosi,erosi dapat mengurangi lapisan tanah di permukaan. situasi tanah terbawa air hujan membantu memperjelas perannya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
872,bumi dan peristiwa alam,proses pembentukan tanah,"jika dijelaskan sebagai pengikisan tanah oleh air atau angin, jawabannya adalah ...",erosi,erosi membantu pada saat tepi sungai terkikis,erosi dapat mengurangi lapisan tanah di permukaan. penjelasan ini cocok untuk memahami tepi sungai terkikis.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
873,bumi dan peristiwa alam,proses pembentukan tanah,apa sebutan untuk pengikisan tanah oleh air atau angin?,erosi,angin memindahkan tanah halus,erosi dapat mengurangi lapisan tanah di permukaan. contoh situasinya: angin memindahkan tanah halus.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
874,bumi dan peristiwa alam,proses pembentukan tanah,bagian manakah yang dimaksud dengan sisa makhluk hidup yang membusuk dan menyuburkan tanah?,humus,humus terlihat saat daun gugur membusuk,humus membuat tanah menjadi subur dan baik untuk tanaman. hal ini tampak jelas pada kegiatan daun gugur membusuk.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
875,bumi dan peristiwa alam,proses pembentukan tanah,sebutkan bagian yang sesuai dengan uraian sisa makhluk hidup yang membusuk dan menyuburkan tanah.,humus,"contohnya ketika tanah kebun menjadi subur, humus dibutuhkan","humus membuat tanah menjadi subur dan baik untuk tanaman. dengan begitu, humus dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
876,bumi dan peristiwa alam,proses pembentukan tanah,apa nama sisa makhluk hidup yang membusuk dan menyuburkan tanah?,humus,sisa tanaman di permukaan tanah menunjukkan peran humus,humus membuat tanah menjadi subur dan baik untuk tanaman. situasi sisa tanaman di permukaan tanah membantu memperjelas perannya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
877,bumi dan peristiwa alam,jenis-jenis tanah,bagian apa yang berfungsi sebagai jenis tanah yang lengket dan mudah dibentuk?,tanah liat,tanah liat membantu pada saat tanah untuk gerabah,tanah liat sering dipakai untuk membuat benda kerajinan. penjelasan ini cocok untuk memahami tanah untuk gerabah.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
878,bumi dan peristiwa alam,jenis-jenis tanah,istilah apa yang tepat untuk jenis tanah yang lengket dan mudah dibentuk?,tanah liat,permukaan tanah yang lembap,tanah liat sering dipakai untuk membuat benda kerajinan. contoh situasinya: permukaan tanah yang lembap.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
879,bumi dan peristiwa alam,jenis-jenis tanah,"dalam pelajaran batuan dan proses pembentukan tanah, jenis tanah yang lengket dan mudah dibentuk disebut ...?",tanah liat,tanah liat terlihat saat bahan untuk mainan tanah liat,tanah liat sering dipakai untuk membuat benda kerajinan. hal ini tampak jelas pada kegiatan bahan untuk mainan tanah liat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
880,bumi dan peristiwa alam,struktur bumi,"jika dijelaskan sebagai batuan yang terbentuk dari endapan, jawabannya adalah ...",batuan sedimen,"contohnya ketika pasir mengendap di dasar air, batuan sedimen dibutuhkan","batuan sedimen tersusun dari material yang mengendap lalu memadat. dengan begitu, batuan sedimen dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
881,bumi dan peristiwa alam,struktur bumi,apa sebutan untuk batuan yang terbentuk dari endapan?,batuan sedimen,lapisan batu terbentuk menunjukkan peran batuan sedimen,batuan sedimen tersusun dari material yang mengendap lalu memadat. situasi lapisan batu terbentuk membantu memperjelas perannya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
882,bumi dan peristiwa alam,struktur bumi,bagian manakah yang dimaksud dengan batuan yang terbentuk dari endapan?,batuan sedimen,batuan sedimen membantu pada saat endapan lama menjadi batu,batuan sedimen tersusun dari material yang mengendap lalu memadat. penjelasan ini cocok untuk memahami endapan lama menjadi batu.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
1145,bumi dan peristiwa alam,bentuk bumi,"coba jelaskan, apa sih bumi berbentuk bulat?","bukti bentuk bulat bumi: (1) kapal menghilang dari bawah ke atas saat menjauh, (2) bayangan bulat bumi di bulan saat gerhana, (3) gravitasi bumi yang sentripetal, (4) perbedaan bintang yang terlihat di garis lintang berbeda.","kamu pasti pernah lihat: saat gerhana bulan, kita bisa melihat bayangan bulat bumi di permukaan bulan.",penting: pengamatan bentuk bumi ini telah diketahui manusia sejak ribuan tahun lalu.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1146,bumi dan peristiwa alam,bentuk bumi,"coba jelaskan, apa sih pancaran cahaya matahari?","bentuk bulat bumi menyebabkan cahaya matahari mengenai permukaan bumi pada sudut yang berbeda-beda, menghasilkan daerah khatulistiwa menerima cahaya paling langsung dan paling panas, sedangkan daerah kutub menerima cahaya miring dan paling dingin.",kamu pasti pernah lihat: perbedaan sudut cahaya ini menciptakan zona iklim berbeda di bumi.,"penting: distribusi panas yang tidak merata ini mempengaruhi cuaca, iklim, dan flora fauna di berbagai belahan bumi.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1147,bumi dan peristiwa alam,bentuk bumi,apa itu bumi?,bumi berbentuk bulat atau sferoid yang sedikit gepeng di kutub dan membengkak di khatulistiwa.,bentuk bulat bumi dapat dibuktikan dengan melihat kapal yang menghilang di horizon dari bawah ke atas.,bentuk bumi ini mempengaruhi pembagian zona iklim dan cahaya matahari.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1148,bumi dan peristiwa alam,bentuk bumi,jelaskan bumi berbentuk bulat!,"bukti bentuk bulat bumi: (1) kapal menghilang dari bawah ke atas saat menjauh, (2) bayangan bulat bumi di bulan saat gerhana, (3) gravitasi bumi yang sentripetal, (4) perbedaan bintang yang terlihat di garis lintang berbeda.","misalnya, saat gerhana bulan, kita bisa melihat bayangan bulat bumi di permukaan bulan.","ingat ya, pengamatan bentuk bumi ini telah diketahui manusia sejak ribuan tahun lalu.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1149,bumi dan peristiwa alam,bentuk bumi,"coba jelaskan, apa sih bumi?",bumi berbentuk bulat atau sferoid yang sedikit gepeng di kutub dan membengkak di khatulistiwa.,kamu pasti pernah lihat: bentuk bulat bumi dapat dibuktikan dengan melihat kapal yang menghilang di horizon dari bawah ke atas.,penting: bentuk bumi ini mempengaruhi pembagian zona iklim dan cahaya matahari.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1150,bumi dan peristiwa alam,lapisan atmosfer,jelaskan lapisan-lapisan atmosfer bumi!,"lapisan atmosfer dari bawah: troposfer (tempat cuaca), stratosfer (ozon), mesosfer, termosfer, eksosfer.","misalnya, ketebalan dan komposisi berbeda di setiap lapisan.","ingat ya, setiap lapisan memiliki peran dalam melindungi kehidupan di bumi.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1151,bumi dan peristiwa alam,bentuk bumi,jelaskan bumi!,bumi berbentuk bulat atau sferoid yang sedikit gepeng di kutub dan membengkak di khatulistiwa.,"misalnya, bentuk bulat bumi dapat dibuktikan dengan melihat kapal yang menghilang di horizon dari bawah ke atas.","ingat ya, bentuk bumi ini mempengaruhi pembagian zona iklim dan cahaya matahari.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1152,bumi dan peristiwa alam,bentuk bumi,apa itu jarak dari matahari?,"meski bumi memiliki orbit berbentuk elips, perbedaan jarak dari matahari antara aphelion dan perihelion sangat kecil sehingga tidak signifikan menyebabkan perubahan musim, perubahan musim terutama disebabkan oleh kemiringan sumbu bumi.","pada tahun 2024, perihelion (terdekat) terjadi pada awal januari, aphelion (terjauh) pada awal juli.",perubahan jarak kecil ini menunjukkan orbit bumi yang sangat stabil.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
1153,bumi dan peristiwa alam,bentuk bumi,jelaskan pancaran cahaya matahari!,"bentuk bulat bumi menyebabkan cahaya matahari mengenai permukaan bumi pada sudut yang berbeda-beda, menghasilkan daerah khatulistiwa menerima cahaya paling langsung dan paling panas, sedangkan daerah kutub menerima cahaya miring dan paling dingin.","misalnya, perbedaan sudut cahaya ini menciptakan zona iklim berbeda di bumi.","ingat ya, distribusi panas yang tidak merata ini mempengaruhi cuaca, iklim, dan flora fauna di berbagai belahan bumi.",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
1154,bumi dan peristiwa alam,bentuk bumi,"coba jelaskan, apa sih jarak dari matahari?","meski bumi memiliki orbit berbentuk elips, perbedaan jarak dari matahari antara aphelion dan perihelion sangat kecil sehingga tidak signifikan menyebabkan perubahan musim, perubahan musim terutama disebabkan oleh kemiringan sumbu bumi.","kamu pasti pernah lihat: pada tahun 2024, perihelion (terdekat) terjadi pada awal januari, aphelion (terjauh) pada awal juli.",penting: perubahan jarak kecil ini menunjukkan orbit bumi yang sangat stabil.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
1155,bumi dan peristiwa alam,bentuk bumi,"coba jelaskan, apa sih bentuk bulat bumi?","siang dan malam terjadi karena bumi yang bulat berputar pada porosnya sambil mengelilingi matahari, sehingga bagian bumi yang menghadap matahari mengalami siang dan bagian yang membelakangi mengalami malam.","kamu pasti pernah lihat: saat indonesia mengalami siang, di sisi lain bumi sedang mengalami malam.",penting: rotasi bumi adalah penyebab utama terjadinya siang dan malam.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
1156,bumi dan peristiwa alam,bentuk bumi,apa itu bumi berbentuk bulat?,"bukti bentuk bulat bumi: (1) kapal menghilang dari bawah ke atas saat menjauh, (2) bayangan bulat bumi di bulan saat gerhana, (3) gravitasi bumi yang sentripetal, (4) perbedaan bintang yang terlihat di garis lintang berbeda.","saat gerhana bulan, kita bisa melihat bayangan bulat bumi di permukaan bulan.",pengamatan bentuk bumi ini telah diketahui manusia sejak ribuan tahun lalu.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1157,bumi dan peristiwa alam,bentuk bumi,jelaskan jarak dari matahari!,"meski bumi memiliki orbit berbentuk elips, perbedaan jarak dari matahari antara aphelion dan perihelion sangat kecil sehingga tidak signifikan menyebabkan perubahan musim, perubahan musim terutama disebabkan oleh kemiringan sumbu bumi.","misalnya, pada tahun 2024, perihelion (terdekat) terjadi pada awal januari, aphelion (terjauh) pada awal juli.","ingat ya, perubahan jarak kecil ini menunjukkan orbit bumi yang sangat stabil.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1158,bumi dan peristiwa alam,lapisan atmosfer,sebutkan lapisan-lapisan atmosfer bumi!,"lapisan atmosfer dari bawah: troposfer (tempat cuaca), stratosfer (ozon), mesosfer, termosfer, eksosfer.",ketebalan dan komposisi berbeda di setiap lapisan.,setiap lapisan memiliki peran dalam melindungi kehidupan di bumi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1159,bumi dan peristiwa alam,bentuk bumi,jelaskan bentuk bulat bumi!,"siang dan malam terjadi karena bumi yang bulat berputar pada porosnya sambil mengelilingi matahari, sehingga bagian bumi yang menghadap matahari mengalami siang dan bagian yang membelakangi mengalami malam.","misalnya, saat indonesia mengalami siang, di sisi lain bumi sedang mengalami malam.","ingat ya, rotasi bumi adalah penyebab utama terjadinya siang dan malam.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1160,bumi dan peristiwa alam,bentuk bumi,apa itu pancaran cahaya matahari?,"bentuk bulat bumi menyebabkan cahaya matahari mengenai permukaan bumi pada sudut yang berbeda-beda, menghasilkan daerah khatulistiwa menerima cahaya paling langsung dan paling panas, sedangkan daerah kutub menerima cahaya miring dan paling dingin.",perbedaan sudut cahaya ini menciptakan zona iklim berbeda di bumi.,"distribusi panas yang tidak merata ini mempengaruhi cuaca, iklim, dan flora fauna di berbagai belahan bumi.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1161,bumi dan peristiwa alam,bentuk bumi,apa akibat dari bentuk bulat bumi terhadap pancaran cahaya matahari?,"bentuk bulat bumi menyebabkan cahaya matahari mengenai permukaan bumi pada sudut yang berbeda-beda, menghasilkan daerah khatulistiwa menerima cahaya paling langsung dan paling panas, sedangkan daerah kutub menerima cahaya miring dan paling dingin.",perbedaan sudut cahaya ini menciptakan zona iklim berbeda di bumi.,"distribusi panas yang tidak merata ini mempengaruhi cuaca, iklim, dan flora fauna di berbagai belahan bumi.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1162,bumi dan peristiwa alam,bentuk bumi,bagaimana perbedaan siang dan malam dijelaskan dengan bentuk bulat bumi?,"siang dan malam terjadi karena bumi yang bulat berputar pada porosnya sambil mengelilingi matahari, sehingga bagian bumi yang menghadap matahari mengalami siang dan bagian yang membelakangi mengalami malam.","saat indonesia mengalami siang, di sisi lain bumi sedang mengalami malam.",rotasi bumi adalah penyebab utama terjadinya siang dan malam.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1163,bumi dan peristiwa alam,bentuk bumi,sebutkan bukti bahwa bumi berbentuk bulat!,"bukti bentuk bulat bumi: (1) kapal menghilang dari bawah ke atas saat menjauh, (2) bayangan bulat bumi di bulan saat gerhana, (3) gravitasi bumi yang sentripetal, (4) perbedaan bintang yang terlihat di garis lintang berbeda.","saat gerhana bulan, kita bisa melihat bayangan bulat bumi di permukaan bulan.",pengamatan bentuk bumi ini telah diketahui manusia sejak ribuan tahun lalu.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1164,bumi dan peristiwa alam,bentuk bumi,jelaskan bentuk bumi!,bumi berbentuk bulat atau sferoid yang sedikit gepeng di kutub dan membengkak di khatulistiwa.,bentuk bulat bumi dapat dibuktikan dengan melihat kapal yang menghilang di horizon dari bawah ke atas.,bentuk bumi ini mempengaruhi pembagian zona iklim dan cahaya matahari.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
1165,bumi dan peristiwa alam,lapisan atmosfer,apa itu lapisan-lapisan atmosfer bumi?,"lapisan atmosfer dari bawah: troposfer (tempat cuaca), stratosfer (ozon), mesosfer, termosfer, eksosfer.",ketebalan dan komposisi berbeda di setiap lapisan.,setiap lapisan memiliki peran dalam melindungi kehidupan di bumi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
1166,bumi dan peristiwa alam,bentuk bumi,apa itu bentuk bulat bumi?,"siang dan malam terjadi karena bumi yang bulat berputar pada porosnya sambil mengelilingi matahari, sehingga bagian bumi yang menghadap matahari mengalami siang dan bagian yang membelakangi mengalami malam.","saat indonesia mengalami siang, di sisi lain bumi sedang mengalami malam.",rotasi bumi adalah penyebab utama terjadinya siang dan malam.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
1167,bumi dan peristiwa alam,bentuk bumi,bagaimana bentuk bumi mempengaruhi jarak dari matahari?,"meski bumi memiliki orbit berbentuk elips, perbedaan jarak dari matahari antara aphelion dan perihelion sangat kecil sehingga tidak signifikan menyebabkan perubahan musim, perubahan musim terutama disebabkan oleh kemiringan sumbu bumi.","pada tahun 2024, perihelion (terdekat) terjadi pada awal januari, aphelion (terjauh) pada awal juli.",perubahan jarak kecil ini menunjukkan orbit bumi yang sangat stabil.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
1168,bumi dan peristiwa alam,lapisan atmosfer,"coba jelaskan, apa sih lapisan-lapisan atmosfer bumi?","lapisan atmosfer dari bawah: troposfer (tempat cuaca), stratosfer (ozon), mesosfer, termosfer, eksosfer.",kamu pasti pernah lihat: ketebalan dan komposisi berbeda di setiap lapisan.,penting: setiap lapisan memiliki peran dalam melindungi kehidupan di bumi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
1169,bumi dan peristiwa alam,lapisan bumi,sebutkan lapisan utama bumi secara sederhana!,lapisan tersebut meliputi kerak selimut serta inti bumi.,kerak bumi adalah lapisan paling luar.,bumi tersusun atas beberapa lapisan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1170,bumi dan peristiwa alam,lapisan bumi,apa saja lapisan utama bumi secara sederhana?,lapisan tersebut meliputi kerak selimut serta inti bumi.,kerak bumi adalah lapisan paling luar.,bumi tersusun atas beberapa lapisan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1171,bumi dan peristiwa alam,lapisan bumi,tuliskan lapisan utama bumi secara singkat!,lapisan tersebut meliputi kerak selimut serta inti bumi.,kerak bumi adalah lapisan paling luar.,bumi tersusun atas beberapa lapisan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1172,bumi dan peristiwa alam,kerak bumi,apa yang dimaksud kerak bumi?,lapisan ini menjadi tempat makhluk hidup tinggal.,tanah dan batuan berada di kerak bumi.,kerak bumi merupakan tempat makhluk hidup tinggal.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1173,bumi dan peristiwa alam,kerak bumi,apa pengertian kerak bumi?,lapisan ini menjadi tempat makhluk hidup tinggal.,tanah dan batuan berada di kerak bumi.,kerak bumi merupakan tempat makhluk hidup tinggal.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1174,bumi dan peristiwa alam,kerak bumi,jelaskan kerak bumi.,lapisan ini menjadi tempat makhluk hidup tinggal.,tanah dan batuan berada di kerak bumi.,kerak bumi merupakan tempat makhluk hidup tinggal.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
